ID,Name,Team,Number,Birth Year,Birth Month,Birth Day,Position,Pitching Hand,Underhand,Batting Hand,Height (cm),Weight (kg),Career,Contract Payment,Payment Unit,Salary,Salary Unit,Draft Year,Draft Team,Draft Detail,Joined Year,Joined Team,Data Errors
65051,우에바야시,소프트뱅크,51.0,,,,Outfielder,,False,,,,,,,,,,,,,,"Birthday (4, 5, 6):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
65052,댄블랙,KT 위즈,52.0,1987.0,7.0,2.0,Infielder,Right,False,양타,193.0,116.0,미국 퍼듀대-KT,50000.0,달러,250000.0,달러,15.0,KT,자유선발,15.0,KT,
65056,엄상백,KT 위즈,20.0,1996.0,10.0,4.0,Pitcher,Right,True,Right,187.0,72.0,역삼초-언북중-덕수고,23000.0,만원,8000.0,만원,15.0,KT,1차,15.0,KT,
65057,이창재,KT 위즈,57.0,1992.0,12.0,29.0,Pitcher,Left,False,Left,178.0,71.0,축현초-신흥중-제물포고-단국대,12000.0,만원,5200.0,만원,15.0,KT,2차 1라운드 10순위,15.0,KT,
65058,정성곤,KT 위즈,1.0,1996.0,7.0,10.0,Pitcher,Left,False,Left,176.0,74.0,역삼초-휘문중-구리인창고,10000.0,만원,5300.0,만원,15.0,KT,2차 2라운드 14순위,15.0,KT,
65059,후루사와,소프트뱅크,59.0,,,,Infielder,,False,,,,,,,,,,,,,,"Birthday (4, 5, 6):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
65060,주권,KT 위즈,38.0,1995.0,5.0,31.0,Pitcher,Right,False,Right,181.0,82.0,청주우암초-청주중-청주고,30000.0,만원,6300.0,만원,15.0,KT,우선지명,15.0,KT,
65061,김무영,소프트뱅크,61.0,,,,Pitcher,,False,,,,,,,,,,,,,,"Birthday (4, 5, 6):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
65062,김재윤,KT 위즈,62.0,1990.0,9.0,16.0,Pitcher,Right,False,Right,185.0,91.0,서울도곡초-휘문중-휘문고,,,10000.0,만원,15.0,KT,2차 특별 13순위,9.0,애리조나,"Contract Payment (14, 15):    "
65063,카사하라,소프트뱅크,63.0,,,,Pitcher,,False,,,,,,,,,,,,,,"Birthday (4, 5, 6):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
65064,윤수호,두산 베어스,51.0,1992.0,7.0,9.0,Pitcher,Right,False,Right,182.0,90.0,성동초-배명중-경기고-단국대-KT-NC,11000.0,만원,5000.0,만원,15.0,KT,2차 특별 12순위,15.0,KT,
65067,조무근,롯데 자이언츠,67.0,1991.0,9.0,26.0,Pitcher,Right,False,Right,199.0,128.0,남도초-경상중-대구상원고-성균관대-KT,5000.0,만원,3500.0,만원,15.0,KT,2차 6라운드 54순위,15.0,KT,
65068,이노모토,소프트뱅크,68.0,,,,Infielder,,False,,,,,,,,,,,,,,"Birthday (4, 5, 6):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
65069,한덕교,KT 위즈,69.0,1991.0,11.0,6.0,Outfielder,Right,False,Right,176.0,72.0,온양온천초-온양중-북일고-경성대,,,2400.0,만원,15.0,KT,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65073,나카무라,소프트뱅크,136.0,,,,Pitcher,,False,,,,,,,,,,,,,,"Birthday (4, 5, 6):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
65074,마사고,소프트뱅크,64.0,,,,Outfielder,,False,,,,,,,,,,,,,,"Birthday (4, 5, 6):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
65076,카사야,소프트뱅크,67.0,,,,Pitcher,,False,,,,,,,,,,,,,,"Birthday (4, 5, 6):    Body (11, 12): cm/kg   Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    Join (21, 22):    "
65078,천종민,두산 베어스,103.0,1984.0,10.0,30.0,,,False,,183.0,92.0,사직초-청주남중-오창고-한남대,,,5700.0,만원,,,,14.0,상무코치,"Contract Payment (14, 15):    Draft (18, 19, 20):    "
65079,민창호,상무,87.0,1987.0,10.0,17.0,,,False,,172.0,72.0,삼육고-한남대,,,,,,,,15.0,상무코치,"Contract Payment (14, 15):    Salary (16, 17):    Draft (18, 19, 20):    "
65090,이시미네,KT 위즈,90.0,1961.0,1.0,10.0,,Right,False,Right,175.0,80.0,일본 오키나와 도미시로고,,,,,,,,15.0,KT코치,"Contract Payment (14, 15):    Salary (16, 17): 10000000엔   Draft (18, 19, 20):    "
65091,박휘연,KT 위즈,91.0,1992.0,6.0,26.0,Infielder,Right,False,Right,176.0,71.0,대일초-언북중-휘문고-경희대,4000.0,만원,2700.0,만원,15.0,KT,2차 7라운드 73순위,,,"Join (21, 22):    "
65092,박두현,KT 위즈,92.0,1992.0,4.0,21.0,Catcher,Right,False,Right,175.0,77.0,둔촌초-덕수중-경기고-고려대,3000.0,만원,2700.0,만원,15.0,KT,2차 10라운드 94순위,,,"Join (21, 22):    "
65093,박태원,KT 위즈,93.0,1992.0,2.0,17.0,Infielder,Right,False,Left,188.0,90.0,성동초-잠신중-휘문고-연세대,4000.0,만원,2700.0,만원,15.0,KT,2차 8라운드 74순위,,,"Join (21, 22):    "
65094,이성복,KT 위즈,111.0,1992.0,4.0,22.0,Pitcher,Left,False,Left,183.0,86.0,청원초-신일중-신일고-건국대,3000.0,만원,2700.0,만원,15.0,KT,2차 9라운드 93순위,,,"Join (21, 22):    "
65095,박광현,KT 위즈,95.0,1992.0,12.0,14.0,Infielder,Right,False,Right,183.0,94.0,서당초-매송중-유신고-건국대,,,2400.0,만원,15.0,KT,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65096,정주후,KT 위즈,0.0,1995.0,6.0,26.0,Infielder,Right,False,Left,180.0,67.0,광주서석초-충장중-광주제일고,8000.0,만원,3000.0,만원,15.0,KT,2차 3라운드 33순위,15.0,KT,
65097,김량훈,KT 위즈,97.0,1992.0,6.0,10.0,Outfielder,Right,False,Right,184.0,88.0,축현초-동인천중-인천고-고려대,,,2400.0,만원,15.0,KT,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65103,히메네스,LG 트윈스,3.0,1988.0,1.0,18.0,Infielder,Right,False,Right,185.0,92.0,도미니카 Diaz(고),100000.0,달러,700000.0,달러,15.0,LG,자유선발,15.0,LG,
65104,한나한,LG 트윈스,4.0,1980.0,3.0,4.0,Infielder,Right,False,Left,189.0,91.0,미국 크레틴더햄홀고-미국 미네소타대-LG,300000.0,달러,700000.0,달러,15.0,LG,자유선발,15.0,LG,
65109,백승현,LG 트윈스,2.0,1995.0,5.0,26.0,Infielder,Right,False,Right,183.0,78.0,소래초-상인천중-인천고,7000.0,만원,3100.0,만원,15.0,LG,2차 3라운드 30순위,17.0,LG,
65115,안익훈,LG 트윈스,115.0,1996.0,2.0,12.0,Outfielder,Left,False,Left,176.0,70.0,대전신흥초-충남중-대전고,12000.0,만원,5500.0,만원,15.0,LG,2차 1라운드 7순위,15.0,LG,
65117,이상규,LG 트윈스,60.0,1996.0,10.0,20.0,Pitcher,Right,False,Right,185.0,77.0,흥인초-청원중-청원고,4000.0,만원,2700.0,만원,15.0,LG,2차 7라운드 70순위,19.0,LG,
65118,김해현,LG 트윈스,121.0,1996.0,3.0,27.0,Outfielder,Left,False,Left,185.0,85.0,삼송초-충암중-충암고,4000.0,만원,2700.0,만원,15.0,LG,2차 8라운드 77순위,,,"Join (21, 22):    "
65119,신민기,LG 트윈스,119.0,1992.0,6.0,23.0,Outfielder,Left,False,Left,188.0,88.0,장현초(남양리틀)-건대부중-장충고-단국대,3000.0,만원,2700.0,만원,15.0,LG,2차 9라운드 90순위,,,"Join (21, 22):    "
65120,박성준,LG 트윈스,119.0,1996.0,3.0,27.0,Infielder,Right,False,Right,175.0,70.0,사파초-창원신월중-마산고,3000.0,만원,3000.0,만원,15.0,LG,2차 10라운드 97순위,15.0,LG,
65122,김승훈,LG 트윈스,122.0,1992.0,7.0,20.0,Infielder,Right,False,Left,183.0,80.0,희망대초-성일중-서울고-홍익대,,,2700.0,만원,15.0,LG,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65123,윤경원,LG 트윈스,123.0,1992.0,2.0,7.0,Infielder,Right,False,Right,178.0,78.0,성동초-잠신중-장충고-건국대,,,2700.0,만원,15.0,LG,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65124,노병채,LG 트윈스,124.0,1994.0,3.0,16.0,Pitcher,Right,False,Right,180.0,84.0,무학초-마산중-마산고-동강대,,,2700.0,만원,15.0,LG,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65125,박지웅,LG 트윈스,125.0,1996.0,4.0,18.0,Infielder,Right,False,Right,185.0,85.0,송정동초-진흥중-진흥고,,,2700.0,만원,15.0,LG,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65132,김재성,LG 트윈스,12.0,1996.0,10.0,30.0,Catcher,Right,False,Left,185.0,85.0,신광초-성남중-덕수고-LG-경찰,20000.0,만원,2900.0,만원,15.0,LG,1차,15.0,LG,
65136,박지규,LG 트윈스,66.0,1991.0,10.0,12.0,Infielder,Right,False,Left,183.0,80.0,공주중동초-경복중-대구상원고-성균관대-LG-상무,6000.0,만원,4500.0,만원,15.0,LG,2차 5라운드 50순위,15.0,LG,
65137,루카스,LG 트윈스,37.0,1985.0,6.0,3.0,Pitcher,Right,False,양타,189.0,91.0,미국 오자크고-LG,200000.0,달러,700000.0,달러,15.0,LG,자유선발,15.0,LG,
65157,최민창,LG 트윈스,58.0,1996.0,4.0,16.0,Outfielder,Left,False,Left,179.0,76.0,강남초-선린중-신일고,10000.0,만원,3000.0,만원,15.0,LG,2차 2라운드 17순위,15.0,LG,
65160,조학진,LG 트윈스,115.0,1995.0,6.0,10.0,Pitcher,Right,False,Right,185.0,73.0,상인천초-상인천중-인천고,5000.0,만원,2700.0,만원,15.0,LG,2차 6라운드 57순위,15.0,LG,
65203,루츠,두산 베어스,3.0,1986.0,6.0,3.0,Infielder,Right,False,Right,184.0,99.0,미국 알버니아대-두산,,,550000.0,달러,15.0,두산,자유선발,15.0,두산,"Contract Payment (14, 15):    "
65204,박종욱,SK 와이번스,53.0,1996.0,3.0,1.0,Pitcher,Right,False,Right,182.0,86.0,석교초-세광중-세광고-두산,6000.0,만원,2700.0,만원,15.0,두산,2차 5라운드 51순위,15.0,두산,
65206,박성민,두산 베어스,64.0,1992.0,11.0,14.0,Pitcher,Left,False,Left,171.0,76.0,성동초-배재중-휘문고-연세대,6000.0,만원,2700.0,만원,15.0,두산,2차 6라운드 56순위,15.0,두산,
65207,신민재,LG 트윈스,5.0,1996.0,1.0,21.0,Infielder,Right,False,양타,171.0,64.0,서흥초-동인천중-인천고,,,2700.0,만원,15.0,두산,육성선수,19.0,LG,"Contract Payment (14, 15):    "
65208,박원빈,두산 베어스,108.0,1996.0,8.0,13.0,Infielder,Right,False,Right,181.0,90.0,역삼초-휘문중-신일고,,,2700.0,만원,15.0,두산,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65209,사공엽,두산 베어스,56.0,1992.0,10.0,29.0,Outfielder,Left,False,Left,181.0,83.0,둔촌초-덕수중-장충고-고려대,9000.0,만원,2800.0,만원,15.0,두산,2차 3라운드 31순위,15.0,두산,
65219,스와잭,두산 베어스,19.0,1985.0,9.0,10.0,Pitcher,Right,False,Right,193.0,105.0,미국 노바고-두산,50000.0,달러,350000.0,달러,15.0,두산,자유선발,15.0,두산,
65233,로메로,두산 베어스,3.0,1986.0,9.0,24.0,Infielder,Right,False,Right,188.0,102.0,도미니카 엘세이보고-두산,50000.0,달러,100000.0,달러,15.0,두산,자유선발,15.0,두산,
65241,채지선,두산 베어스,105.0,1995.0,7.0,11.0,Pitcher,Right,False,Left,180.0,70.0,학강초-광주동성중-광주제일고,14000.0,만원,2700.0,만원,15.0,두산,2차 1라운드 8순위,15.0,두산,
65247,방건우,두산 베어스,98.0,1996.0,4.0,9.0,Pitcher,Right,False,Right,185.0,78.0,광주수창초-무등중-광주동성고,7000.0,만원,2700.0,만원,15.0,두산,2차 4라운드 36순위,,,"Join (21, 22):    "
65259,고봉찬,두산 베어스,59.0,1990.0,9.0,2.0,Outfielder,Right,False,Right,183.0,80.0,태안초-태안중-공주고-제주국제대,5000.0,만원,2700.0,만원,15.0,두산,2차 7라운드 71순위,,,"Join (21, 22):    "
65264,남경호,두산 베어스,57.0,1996.0,4.0,7.0,Pitcher,Right,False,Right,185.0,85.0,방배초-대치중-서울고,20000.0,만원,2700.0,만원,15.0,두산,1차,15.0,두산,
65265,정인석,두산 베어스,95.0,1992.0,6.0,1.0,Catcher,Right,False,Right,185.0,86.0,진북초-매송중-야탑고-연세대,3000.0,만원,2700.0,만원,15.0,두산,2차 9라운드 91순위,,,"Join (21, 22):    "
65269,김민혁,두산 베어스,44.0,1996.0,5.0,3.0,Infielder,Right,False,Right,188.0,100.0,광주대성초-광주동성중-광주동성고,10000.0,만원,3400.0,만원,15.0,두산,2차 2라운드 16순위,17.0,두산,
65293,정진철,두산 베어스,5.0,1991.0,12.0,28.0,Infielder,Right,False,Left,177.0,78.0,영일초-매송중-야탑고-건국대,4000.0,만원,2700.0,만원,15.0,두산,2차 8라운드 76순위,15.0,두산,
65300,유대한,화성 히어로즈,100.0,1987.0,10.0,26.0,Pitcher,Right,False,Right,184.0,87.0,학강초-무등중-광주제일고,,,2000.0,만원,,,,,,"Contract Payment (14, 15):    Draft (18, 19, 20):    Join (21, 22):    "
65301,이규섭,화성 히어로즈,101.0,1992.0,11.0,1.0,Pitcher,Right,False,Left,181.0,80.0,이수초-이수중-덕수고-고려대,,,2400.0,만원,15.0,넥센,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65302,백찬이,화성 히어로즈,102.0,1992.0,2.0,20.0,Pitcher,Right,False,Right,178.0,83.0,수영초-대천중-유신고-동국대,3000.0,만원,2700.0,만원,,,,,,"Draft (18, 19, 20):    Join (21, 22):    "
65303,문승환,화성 히어로즈,103.0,1992.0,3.0,16.0,Infielder,Right,False,Right,180.0,77.0,대일초-매송중-안산공고-호원대,,,2700.0,만원,,,,,,"Contract Payment (14, 15):    Draft (18, 19, 20):    Join (21, 22):    "
65304,김은성,고양 히어로즈,95.0,1993.0,3.0,7.0,Infielder,Right,False,Right,179.0,83.0,금평초-자양중-전주고-원광대-넥센,,,2700.0,만원,15.0,넥센,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65305,김상현,고양 히어로즈,96.0,1996.0,4.0,18.0,Infielder,Right,False,Left,175.0,78.0,수원신곡초-수원북중-휘문고-넥센,,,2400.0,만원,15.0,넥센,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65306,이성진,화성 히어로즈,106.0,1996.0,11.0,5.0,Infielder,Right,False,Right,183.0,100.0,중대초-이수중-덕수고,,,2700.0,만원,15.0,넥센,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65308,한승민,화성 히어로즈,8.0,1991.0,2.0,27.0,Outfielder,Right,False,Right,182.0,100.0,석천초-대헌중-동산고-호원대,,,2700.0,만원,15.0,넥센,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65309,강백산,화성 히어로즈,9.0,1991.0,8.0,6.0,Outfielder,Left,False,Left,182.0,91.0,광주수창초-무등중-광주제일고-인하대,,,2000.0,만원,15.0,넥센,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65314,허승혁,화성 히어로즈,104.0,1991.0,3.0,19.0,Outfielder,Left,False,Left,177.0,90.0,신광초-성남중-성남고-홍익대,,,2000.0,만원,,,,,,"Contract Payment (14, 15):    Draft (18, 19, 20):    Join (21, 22):    "
65320,최원태,키움 히어로즈,20.0,1997.0,1.0,7.0,Pitcher,Right,False,Right,184.0,93.0,인헌초(용산리틀)-서울경원중-서울고-넥센,35000.0,만원,27000.0,만원,15.0,넥센,1차,15.0,넥센,
65331,피어밴드,KT 위즈,32.0,1985.0,8.0,22.0,Pitcher,Left,False,Left,190.0,102.0,미국 Midview(고)-넥센,30000.0,달러,850000.0,달러,15.0,넥센,자유선발,15.0,넥센,
65343,김택형,SK 와이번스,1.0,1996.0,10.0,10.0,Pitcher,Left,False,Left,185.0,90.0,창영초-재능중-동산고-넥센,10000.0,만원,4000.0,만원,15.0,넥센,2차 2라운드 18순위,15.0,넥센,
65345,김해수,넥센 히어로즈,28.0,1996.0,12.0,13.0,Pitcher,Right,False,Right,187.0,87.0,고명초-배재중-경기고,15000.0,만원,2700.0,만원,15.0,넥센,2차 1라운드 6순위,15.0,넥센,
65348,박주현,넥센 히어로즈,48.0,1996.0,6.0,19.0,Pitcher,Right,False,Right,184.0,110.0,강남초-덕수중-장충고,9000.0,만원,5500.0,만원,15.0,넥센,2차 3라운드 29순위,15.0,넥센,
65357,송성문,키움 히어로즈,57.0,1996.0,8.0,29.0,Infielder,Right,False,Left,183.0,88.0,봉천초(용산리틀)-홍은중-장충고-넥센,8000.0,만원,7500.0,만원,15.0,넥센,2차 5라운드 49순위,15.0,넥센,
65362,송우현,경찰,1.0,1996.0,12.0,27.0,Outfielder,Left,False,Left,180.0,92.0,대전신흥초-온양중-북일고-넥센-경찰,7000.0,만원,2700.0,만원,15.0,넥센,2차 6라운드 58순위,15.0,넥센,
65368,정용준,넥센 히어로즈,68.0,1995.0,6.0,21.0,Pitcher,Right,False,Right,181.0,80.0,율하초-경상중-대구상원고,8000.0,만원,2700.0,만원,15.0,넥센,2차 4라운드 38순위,15.0,넥센,
65390,미야모토,넥센 히어로즈,90.0,1952.0,7.0,26.0,,Right,False,Right,182.0,75.0,일본 후세공고-일본 도시샤대,,,,,,,,15.0,넥센코치,"Contract Payment (14, 15):    Salary (16, 17): 7800000엔   Draft (18, 19, 20):    "
65392,김정인,상무,61.0,1996.0,6.0,3.0,Pitcher,Right,False,Right,183.0,70.0,광주화정초-무등중-화순고-넥센-상무,6000.0,만원,3200.0,만원,15.0,넥센,2차 7라운드 69순위,15.0,넥센,
65393,임혜동,화성 히어로즈,95.0,1996.0,3.0,7.0,Pitcher,Right,False,Right,185.0,82.0,동오초(의정부리틀)-청량중-신일고,6000.0,만원,2700.0,만원,15.0,넥센,2차 8라운드 78순위,,,"Join (21, 22):    "
65398,임규빈,고양 히어로즈,61.0,1991.0,9.0,12.0,Pitcher,Right,False,Right,184.0,101.0,천안남산초-태안중-북일고-동국대-넥센,3000.0,만원,2700.0,만원,15.0,넥센,2차 9라운드 89순위,,,"Join (21, 22):    "
65399,허정협,키움 히어로즈,31.0,1990.0,2.0,17.0,Outfielder,Right,False,Right,184.0,92.0,부천북초-부천중-인천고-서울문화예술대-넥센,,,4000.0,만원,15.0,넥센,육성선수,15.0,넥센,"Contract Payment (14, 15):    "
65401,김민석,삼성 라이온즈,101.0,1995.0,7.0,10.0,Outfielder,Right,False,Right,181.0,85.0,삼일초-중앙중-유신고,,,2700.0,만원,15.0,삼성,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65403,권현규,삼성 라이온즈,103.0,1992.0,4.0,13.0,Outfielder,Right,False,Left,182.0,80.0,칠성초-경복중-경북고-동아대,,,2700.0,만원,15.0,삼성,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65405,윤영수,삼성 라이온즈,127.0,1992.0,3.0,11.0,Infielder,Right,False,Left,176.0,76.0,사당초-언북중-신일고-동국대,5000.0,만원,2900.0,만원,15.0,삼성,2차 8라운드 75순위,15.0,삼성,
65406,김영한,삼성 라이온즈,108.0,1996.0,5.0,22.0,Outfielder,Right,False,Right,181.0,88.0,영랑초-설악중-설악고,15000.0,만원,2800.0,만원,15.0,삼성,1차,,,"Join (21, 22):    "
65411,김주온,삼성 라이온즈,111.0,1996.0,12.0,8.0,Pitcher,Right,False,Right,184.0,82.0,대현초-구미중-울산공고,5000.0,만원,2700.0,만원,15.0,삼성,2차 7라운드 72순위,,,"Join (21, 22):    "
65412,권정웅,상무,22.0,1992.0,11.0,15.0,Catcher,Right,False,Right,180.0,88.0,서울이수초-영동중-덕수고-한양대-삼성-상무,6000.0,만원,4500.0,만원,15.0,삼성,2차 6라운드 55순위,16.0,삼성,
65413,이상학,삼성 라이온즈,113.0,1992.0,8.0,5.0,Infielder,Right,False,Right,181.0,84.0,남도초-경상중-경북고-계명대,,,2700.0,만원,15.0,삼성,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65414,배진호,삼성 라이온즈,114.0,1992.0,11.0,23.0,Infielder,Right,False,Right,175.0,80.0,본리초-경상중-상원고-고려대,3000.0,만원,2700.0,만원,15.0,삼성,2차 8라운드 75순위,,,"Join (21, 22):    "
65416,허정수,삼성 라이온즈,116.0,1995.0,8.0,16.0,Infielder,Right,False,Right,175.0,74.0,칠성초(삼성리틀)-대구중-경북고,,,2700.0,만원,15.0,삼성,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65417,류현동,삼성 라이온즈,117.0,1991.0,9.0,18.0,Pitcher,Left,False,Left,180.0,88.0,본리초-경상중-대구고-고려대,3000.0,만원,2700.0,만원,15.0,삼성,2차 9라운드 92순위,,,"Join (21, 22):    "
65424,차희태,삼성 라이온즈,124.0,1992.0,2.0,24.0,Catcher,Right,False,Right,178.0,84.0,인천숭의초-동인천중-군산상고-동국대,,,2700.0,만원,15.0,삼성,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65425,클로이드,삼성 라이온즈,25.0,1987.0,5.0,16.0,Pitcher,Right,False,Right,191.0,95.0,미국 네브라스카 오마하대-삼성,100000.0,달러,550000.0,달러,15.0,삼성,자유선발,15.0,삼성,
65444,피가로,삼성 라이온즈,44.0,1984.0,7.0,7.0,Pitcher,Right,False,Right,183.0,79.0,도미니카-삼성,100000.0,달러,600000.0,달러,15.0,삼성,자유선발,15.0,삼성,
65447,최민구,삼성 라이온즈,47.0,1992.0,3.0,17.0,Outfielder,Right,False,Right,178.0,75.0,칠성초-대구중-대구상원고-영남대,7000.0,만원,2800.0,만원,15.0,삼성,2차 5라운드 52순위,15.0,삼성,
65462,김기환,삼성 라이온즈,24.0,1995.0,8.0,25.0,Outfielder,Right,False,Left,182.0,74.0,관산초-대송중-소래고,9000.0,만원,2700.0,만원,15.0,삼성,2차 3라운드 32순위,15.0,삼성,
65464,최정용,상무,23.0,1996.0,10.0,24.0,Infielder,Right,False,Left,179.0,86.0,서원초-세광중-세광고-삼성-SK-KIA-상무,11000.0,만원,3500.0,만원,15.0,삼성,2차 2라운드 15순위,15.0,삼성,
65496,홍정우,삼성 라이온즈,0.0,1996.0,3.0,16.0,Pitcher,Right,False,Right,182.0,85.0,도신초-강남중-충암고-경찰,8000.0,만원,2800.0,만원,15.0,삼성,2차 4라운드 35순위,16.0,경찰,
65500,김훈호,롯데 자이언츠,100.0,1995.0,7.0,13.0,Pitcher,Right,False,Right,186.0,91.0,평일초-천안북중-공주고,4000.0,만원,2700.0,만원,15.0,롯데,2차 6라운드 59순위,15.0,롯데,
65501,이기표,롯데 자이언츠,101.0,1995.0,12.0,14.0,Infielder,Right,False,Left,178.0,85.0,영화초-수원북중-장안고,,,2400.0,만원,15.0,롯데,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65502,오윤석,롯데 자이언츠,2.0,1996.0,5.0,28.0,Infielder,Right,False,Right,181.0,88.0,교문초-구리인창중-유신고,,,2700.0,만원,15.0,롯데,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65503,김지수,한화 이글스,2.0,1996.0,10.0,29.0,Outfielder,Left,False,Left,178.0,78.0,소래초-평촌중-유신고-롯데,,,2700.0,만원,15.0,롯데,육성선수,16.0,롯데,"Contract Payment (14, 15):    "
65505,박정현,롯데 자이언츠,63.0,1996.0,5.0,8.0,Infielder,Right,False,Right,175.0,80.0,대구옥산초-경복중-북일고,,,2700.0,만원,15.0,롯데,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65506,김재유,상무,7.0,1992.0,8.0,7.0,Outfielder,Right,False,Left,180.0,83.0,장산초-경남중-부경고-동의대-롯데-상무,,,3000.0,만원,15.0,롯데,육성선수,15.0,롯데,"Contract Payment (14, 15):    "
65509,차재용,롯데 자이언츠,59.0,1996.0,8.0,20.0,Pitcher,Left,False,Left,184.0,82.0,소래초-동산중-부천고,10000.0,만원,2700.0,만원,15.0,롯데,2차 2라운드 19순위,15.0,롯데,
65510,김선균,롯데 자이언츠,110.0,1992.0,5.0,31.0,Outfielder,Right,False,Left,182.0,74.0,도신초-성남중-성남고-세한대,4000.0,만원,2700.0,만원,15.0,롯데,2차 8라운드 79순위,,,"Join (21, 22):    "
65513,김대륙,롯데 자이언츠,42.0,1992.0,4.0,3.0,Infielder,Right,False,Right,185.0,82.0,대해초-포철중-포철공고-동아대,6000.0,만원,3400.0,만원,15.0,롯데,2차 5라운드 48순위,15.0,롯데,
65514,강동관,롯데 자이언츠,47.0,1996.0,11.0,1.0,Catcher,Right,False,Right,180.0,88.0,부산수영초-대천중-부경고,15000.0,만원,2700.0,만원,15.0,롯데,1차,15.0,롯데,
65515,강로한,롯데 자이언츠,54.0,1992.0,5.0,13.0,Infielder,Right,False,Left,181.0,78.0,울산삼신초-경남중-부경고-경남대,4000.0,만원,2900.0,만원,15.0,롯데,2차 7라운드 68순위,15.0,롯데,
65516,배제성,KT 위즈,19.0,1996.0,9.0,29.0,Pitcher,Right,False,양타,189.0,85.0,백마초-성남중-성남고-롯데,3000.0,만원,3100.0,만원,15.0,롯데,2차 9라운드 88순위,15.0,롯데,
65517,윤세곤,롯데 자이언츠,117.0,1991.0,9.0,12.0,Outfielder,Right,False,Right,183.0,95.0,석교초-세광중-원주고-동아대,,,2400.0,만원,15.0,롯데,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65518,강동우,롯데 자이언츠,115.0,1991.0,3.0,19.0,Infielder,Right,False,Right,181.0,95.0,화곡초-양천중-개성고-경희대,,,2700.0,만원,15.0,롯데,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65519,오승우,롯데 자이언츠,119.0,1992.0,6.0,13.0,Catcher,Right,False,Left,176.0,88.0,남부민초-대동중-경남고-경남대,,,2700.0,만원,15.0,롯데,육성선수,,,"Contract Payment (14, 15):    Join (21, 22):    "
65522,김호준,롯데 자이언츠,30.0,1995.0,2.0,27.0,Catcher,Right,False,Left,177.0,81.0,고명초-청원중-청원고-(세계사이버대),,,2700.0,만원,15.0,롯데,육성선수,16.0,롯데,"Contract Payment (14, 15):    "
65523,아두치,롯데 자이언츠,23.0,1985.0,5.0,15.0,Outfielder,Left,False,Left,188.0,95.0,미국 에버그린파크고,50000.0,달러,780000.0,달러,15.0,롯데,자유선발,15.0,롯데,
65543,린드블럼,두산 베어스,34.0,1987.0,6.0,15.0,Pitcher,Right,False,Right,195.0,105.0,미국 Harrison(고)-미국 Purdue(대)-롯데,50000.0,달러,1700000.0,달러,15.0,롯데,자유선발,15.0,롯데,
65546,레일리,롯데 자이언츠,46.0,1988.0,6.0,29.0,Pitcher,Left,False,Left,190.0,84.0,미국 Uvalde(고)-미국 Texas A&M(대),50000.0,달러,1170000.0,달러,15.0,롯데,자유선발,15.0,롯데,
